image_name,algo,share_interval,seed,fe_best,time_sec
202012.jpg,HYBRID-PA5,5,42,37.990014144560405,2.8045225143432617
368078.jpg,HYBRID-PA5,5,42,37.89655740582267,2.7740607261657715
159091.jpg,HYBRID-PA5,5,42,37.8000363911349,2.692136526107788
117054.jpg,HYBRID-PA5,5,42,37.79056605602337,2.8495497703552246
216041.jpg,HYBRID-PA5,5,42,37.73766056046158,2.8393354415893555
33066.jpg,HYBRID-PA5,5,42,37.72639609261207,2.740830421447754
314016.jpg,HYBRID-PA5,5,42,37.72275382299776,3.034970760345459
97017.jpg,HYBRID-PA5,5,42,37.721946618353876,2.76450514793396
326038.jpg,HYBRID-PA5,5,42,37.71197737124278,2.8155980110168457
25098.jpg,HYBRID-PA5,5,42,37.70474720648887,2.998816728591919
216053.jpg,HYBRID-PA5,5,42,37.686218440542426,2.7671072483062744
61086.jpg,HYBRID-PA5,5,42,37.66763515112526,2.750440835952759
118020.jpg,HYBRID-PA5,5,42,37.66463446302847,2.6991465091705322
78019.jpg,HYBRID-PA5,5,42,37.645425090955975,2.7363758087158203
140055.jpg,HYBRID-PA5,5,42,37.64295665853443,2.6237666606903076
225017.jpg,HYBRID-PA5,5,42,37.63815162768082,2.702463150024414
145053.jpg,HYBRID-PA5,5,42,37.62139939015299,2.8367092609405518
151087.jpg,HYBRID-PA5,5,42,37.61655029389337,2.974649667739868
187039.jpg,HYBRID-PA5,5,42,37.60571210711376,2.660308361053467
8143.jpg,HYBRID-PA5,5,42,37.59617399847815,2.6632843017578125
163062.jpg,HYBRID-PA5,5,42,37.54780401093534,3.0046563148498535
48055.jpg,HYBRID-PA5,5,42,37.534837421983276,3.2994861602783203
365025.jpg,HYBRID-PA5,5,42,37.53482019483171,2.7734150886535645
155060.jpg,HYBRID-PA5,5,42,37.52208430206551,2.7156052589416504
23080.jpg,HYBRID-PA5,5,42,37.49370381228283,2.692410707473755
138032.jpg,HYBRID-PA5,5,42,37.48296007706286,2.698232412338257
376001.jpg,HYBRID-PA5,5,42,37.461418730041295,2.880859136581421
170054.jpg,HYBRID-PA5,5,42,37.44783299342786,2.788290023803711
159029.jpg,HYBRID-PA5,5,42,37.39987352128113,2.771450996398926
239007.jpg,HYBRID-PA5,5,42,37.39083397593374,2.7272655963897705
12003.jpg,HYBRID-PA5,5,42,37.313548594044924,2.7868661880493164
239096.jpg,HYBRID-PA5,5,42,37.30960958415868,2.8393869400024414
370036.jpg,HYBRID-PA5,5,42,37.30218711984351,2.7294371128082275
156079.jpg,HYBRID-PA5,5,42,37.288854660467656,2.792724370956421
153093.jpg,HYBRID-PA5,5,42,37.25379896359539,2.9308784008026123
144067.jpg,HYBRID-PA5,5,42,37.23605362201909,2.8163375854492188
23025.jpg,HYBRID-PA5,5,42,37.23327377809867,2.7251715660095215
196015.jpg,HYBRID-PA5,5,42,37.21766737786267,2.6717588901519775
54005.jpg,HYBRID-PA5,5,42,37.21335596332511,2.887964963912964
187003.jpg,HYBRID-PA5,5,42,37.20914118989885,2.6905126571655273
35091.jpg,HYBRID-PA5,5,42,37.20677896076161,2.955690860748291
361084.jpg,HYBRID-PA5,5,42,37.18992151763522,2.780426502227783
41025.jpg,HYBRID-PA5,5,42,37.174878670516826,2.789677858352661
164074.jpg,HYBRID-PA5,5,42,37.16761847090193,2.853771924972534
124084.jpg,HYBRID-PA5,5,42,37.15794015599919,2.9509730339050293
56028.jpg,HYBRID-PA5,5,42,37.157900732304626,2.847388744354248
189003.jpg,HYBRID-PA5,5,42,37.13930943895136,2.691175699234009
268002.jpg,HYBRID-PA5,5,42,37.13429918728333,3.076470136642456
242078.jpg,HYBRID-PA5,5,42,37.1277886009414,2.9719839096069336
140075.jpg,HYBRID-PA5,5,42,37.11711841245793,2.701209545135498
187071.jpg,HYBRID-PA5,5,42,37.11098378963064,2.795254707336426
145014.jpg,HYBRID-PA5,5,42,37.110521837956846,2.8288846015930176
65132.jpg,HYBRID-PA5,5,42,37.10139216327473,2.8832192420959473
76002.jpg,HYBRID-PA5,5,42,37.09855692134554,2.688170909881592
372047.jpg,HYBRID-PA5,5,42,37.09467373240382,2.741842746734619
216066.jpg,HYBRID-PA5,5,42,37.09303012354452,2.8423686027526855
15004.jpg,HYBRID-PA5,5,42,37.08522931884678,2.8463306427001953
28075.jpg,HYBRID-PA5,5,42,37.08494669651362,2.7345516681671143
23084.jpg,HYBRID-PA5,5,42,37.08307854276913,2.809774160385132
169012.jpg,HYBRID-PA5,5,42,37.07095315194781,2.8776774406433105
163014.jpg,HYBRID-PA5,5,42,37.059650470445746,2.917387008666992
65074.jpg,HYBRID-PA5,5,42,37.04646264942503,2.9928042888641357
159045.jpg,HYBRID-PA5,5,42,37.04324380012814,2.7076480388641357
65010.jpg,HYBRID-PA5,5,42,37.042856127801905,2.951913595199585
24063.jpg,HYBRID-PA5,5,42,37.04065509560019,2.9450244903564453
309004.jpg,HYBRID-PA5,5,42,37.029797259195355,2.72448992729187
161062.jpg,HYBRID-PA5,5,42,36.975693057683394,2.8182692527770996
43070.jpg,HYBRID-PA5,5,42,36.97228117992157,2.6845004558563232
176019.jpg,HYBRID-PA5,5,42,36.97206539661552,2.79789400100708
176035.jpg,HYBRID-PA5,5,42,36.96311385516147,2.7513415813446045
365073.jpg,HYBRID-PA5,5,42,36.94636922975049,2.700371742248535
188063.jpg,HYBRID-PA5,5,42,36.939197620509674,2.712893009185791
188005.jpg,HYBRID-PA5,5,42,36.93864443406475,2.7545230388641357
198054.jpg,HYBRID-PA5,5,42,36.93195536738352,2.7970809936523438
35008.jpg,HYBRID-PA5,5,42,36.91670805912858,2.873762845993042
55075.jpg,HYBRID-PA5,5,42,36.91247152604355,2.731961727142334
66039.jpg,HYBRID-PA5,5,42,36.91172867829669,2.8480961322784424
66075.jpg,HYBRID-PA5,5,42,36.88279674078924,2.77925705909729
22013.jpg,HYBRID-PA5,5,42,36.87253357319128,2.895205020904541
27059.jpg,HYBRID-PA5,5,42,36.8624509390943,2.8752126693725586
45077.jpg,HYBRID-PA5,5,42,36.857209247356494,2.6554465293884277
189011.jpg,HYBRID-PA5,5,42,36.843525717671426,2.8068628311157227
46076.jpg,HYBRID-PA5,5,42,36.83117355602769,2.6799471378326416
24004.jpg,HYBRID-PA5,5,42,36.83080687522571,2.796619415283203
41004.jpg,HYBRID-PA5,5,42,36.793144880156845,2.7108347415924072
277095.jpg,HYBRID-PA5,5,42,36.77639754869458,2.6869044303894043
87065.jpg,HYBRID-PA5,5,42,36.75139439266198,3.0253102779388428
376020.jpg,HYBRID-PA5,5,42,36.717946882829686,2.7565488815307617
92059.jpg,HYBRID-PA5,5,42,36.71697462145767,2.945181369781494
176039.jpg,HYBRID-PA5,5,42,36.698849449225435,2.8654110431671143
22093.jpg,HYBRID-PA5,5,42,36.68895735228972,2.682011127471924
108073.jpg,HYBRID-PA5,5,42,36.68635629965748,2.781097650527954
249087.jpg,HYBRID-PA5,5,42,36.67728890262126,2.964003801345825
61060.jpg,HYBRID-PA5,5,42,36.67454745711336,2.7704877853393555
16052.jpg,HYBRID-PA5,5,42,36.67373614416245,2.6784918308258057
198004.jpg,HYBRID-PA5,5,42,36.66246837383808,2.7313973903656006
231015.jpg,HYBRID-PA5,5,42,36.65816222829578,2.707024097442627
147062.jpg,HYBRID-PA5,5,42,36.653410067264254,2.8555994033813477
35010.jpg,HYBRID-PA5,5,42,36.65001337431619,2.9167768955230713
42078.jpg,HYBRID-PA5,5,42,36.64783776224764,2.7983734607696533
90076.jpg,HYBRID-PA5,5,42,36.645421227299856,2.7087604999542236
388016.jpg,HYBRID-PA5,5,42,36.6450282867411,2.811427354812622
106020.jpg,HYBRID-PA5,5,42,36.634326079392906,2.6746935844421387
42044.jpg,HYBRID-PA5,5,42,36.62983680355987,2.8002336025238037
12074.jpg,HYBRID-PA5,5,42,36.62496011974711,2.9038777351379395
198023.jpg,HYBRID-PA5,5,42,36.61707148536088,2.826870918273926
134052.jpg,HYBRID-PA5,5,42,36.61574693817505,2.8330233097076416
368016.jpg,HYBRID-PA5,5,42,36.605937848133365,2.7445318698883057
353013.jpg,HYBRID-PA5,5,42,36.59657695353637,2.920320987701416
374067.jpg,HYBRID-PA5,5,42,36.584244867470495,2.745497226715088
285036.jpg,HYBRID-PA5,5,42,36.583747885378,2.855097770690918
173036.jpg,HYBRID-PA5,5,42,36.57946961161821,2.751194477081299
22090.jpg,HYBRID-PA5,5,42,36.561255299472506,2.8320343494415283
94079.jpg,HYBRID-PA5,5,42,36.55420771694889,2.769674062728882
311081.jpg,HYBRID-PA5,5,42,36.55372072908368,2.8357248306274414
274007.jpg,HYBRID-PA5,5,42,36.54672772724197,2.724482536315918
113009.jpg,HYBRID-PA5,5,42,36.533359437503876,2.658393144607544
385028.jpg,HYBRID-PA5,5,42,36.52545307737569,2.7589151859283447
209070.jpg,HYBRID-PA5,5,42,36.51351552351649,2.661534070968628
68077.jpg,HYBRID-PA5,5,42,36.51095022801731,3.2006187438964844
166081.jpg,HYBRID-PA5,5,42,36.49551198808989,2.8785781860351562
108041.jpg,HYBRID-PA5,5,42,36.49376419087488,2.695148468017578
65019.jpg,HYBRID-PA5,5,42,36.48028445817121,3.15049409866333
43083.jpg,HYBRID-PA5,5,42,36.45238930707936,2.664731979370117
247085.jpg,HYBRID-PA5,5,42,36.44221021648003,2.9152235984802246
118035.jpg,HYBRID-PA5,5,42,36.41350056128794,2.9869978427886963
153077.jpg,HYBRID-PA5,5,42,36.40673578587322,2.8114328384399414
138078.jpg,HYBRID-PA5,5,42,36.361952541985154,2.765702486038208
26031.jpg,HYBRID-PA5,5,42,36.35171047601305,2.908099412918091
71046.jpg,HYBRID-PA5,5,42,36.34246874663035,2.8777682781219482
104022.jpg,HYBRID-PA5,5,42,36.31932216321417,2.8171651363372803
183087.jpg,HYBRID-PA5,5,42,36.30276330208858,2.8205647468566895
130034.jpg,HYBRID-PA5,5,42,36.293429381810775,2.8462367057800293
103041.jpg,HYBRID-PA5,5,42,36.286691673561364,2.6841282844543457
187029.jpg,HYBRID-PA5,5,42,36.28011262938088,2.8304648399353027
236017.jpg,HYBRID-PA5,5,42,36.26625846874564,2.6867775917053223
181091.jpg,HYBRID-PA5,5,42,36.20999266306808,2.888998031616211
95006.jpg,HYBRID-PA5,5,42,36.19316433588601,2.7491567134857178
100075.jpg,HYBRID-PA5,5,42,36.18500050409155,3.3005151748657227
207056.jpg,HYBRID-PA5,5,42,36.17883104358199,2.6755924224853516
105053.jpg,HYBRID-PA5,5,42,36.17331836637596,2.7675247192382812
227046.jpg,HYBRID-PA5,5,42,36.164199715391845,2.732076406478882
293029.jpg,HYBRID-PA5,5,42,36.15069021255262,2.7930827140808105
113016.jpg,HYBRID-PA5,5,42,36.11260323210158,2.7953667640686035
302003.jpg,HYBRID-PA5,5,42,36.07616239831229,2.6956448554992676
157036.jpg,HYBRID-PA5,5,42,36.054442423645696,2.670302629470825
59078.jpg,HYBRID-PA5,5,42,36.04837069454465,3.0898284912109375
112082.jpg,HYBRID-PA5,5,42,36.044308732720594,2.800302743911743
286092.jpg,HYBRID-PA5,5,42,36.01765624630194,2.7874252796173096
323016.jpg,HYBRID-PA5,5,42,36.01296753754859,3.0358176231384277
100098.jpg,HYBRID-PA5,5,42,35.99915341144057,2.7875542640686035
310007.jpg,HYBRID-PA5,5,42,35.98874400890116,2.7642602920532227
181079.jpg,HYBRID-PA5,5,42,35.97842058984999,2.814027786254883
271008.jpg,HYBRID-PA5,5,42,35.97472243487163,2.8649959564208984
232038.jpg,HYBRID-PA5,5,42,35.972893331758115,2.767104387283325
374020.jpg,HYBRID-PA5,5,42,35.96559326893959,2.7053675651550293
254054.jpg,HYBRID-PA5,5,42,35.95644332515725,3.0203402042388916
147021.jpg,HYBRID-PA5,5,42,35.9467796985851,2.866851806640625
317080.jpg,HYBRID-PA5,5,42,35.93555618515094,3.2334907054901123
301007.jpg,HYBRID-PA5,5,42,35.89019955001609,2.7380380630493164
113044.jpg,HYBRID-PA5,5,42,35.8552599153724,2.745596170425415
2092.jpg,HYBRID-PA5,5,42,35.68520927180199,2.743705987930298
172032.jpg,HYBRID-PA5,5,42,35.65666854021987,2.7708230018615723
249061.jpg,HYBRID-PA5,5,42,35.63719826098241,3.147610902786255
254033.jpg,HYBRID-PA5,5,42,35.634472166888244,2.9263908863067627
246016.jpg,HYBRID-PA5,5,42,35.633561425180815,3.024409532546997
15088.jpg,HYBRID-PA5,5,42,35.626311552564154,2.82908296585083
245051.jpg,HYBRID-PA5,5,42,35.61315285041308,3.126047372817993
109034.jpg,HYBRID-PA5,5,42,35.550906040059246,2.6679816246032715
67079.jpg,HYBRID-PA5,5,42,35.535668361535244,2.7326483726501465
105019.jpg,HYBRID-PA5,5,42,35.53039916467817,2.715014696121216
122048.jpg,HYBRID-PA5,5,42,35.52044760489645,2.916677713394165
28096.jpg,HYBRID-PA5,5,42,35.434388068263516,2.892624855041504
106025.jpg,HYBRID-PA5,5,42,35.422679807697875,2.8886091709136963
253036.jpg,HYBRID-PA5,5,42,35.38842813940578,3.01697039604187
187083.jpg,HYBRID-PA5,5,42,35.358620199341594,2.703066825866699
260081.jpg,HYBRID-PA5,5,42,35.30727847652203,2.747446060180664
181018.jpg,HYBRID-PA5,5,42,35.078630765621355,2.846512794494629
183055.jpg,HYBRID-PA5,5,42,34.98992357598983,2.7497401237487793
188091.jpg,HYBRID-PA5,5,42,34.90560907313916,2.8076374530792236
20008.jpg,HYBRID-PA5,5,42,34.902314307799614,2.661874771118164
246053.jpg,HYBRID-PA5,5,42,34.85893218495724,2.934152126312256
126039.jpg,HYBRID-PA5,5,42,34.833558203376974,2.7590091228485107
35070.jpg,HYBRID-PA5,5,42,34.660970544294486,2.813619375228882
35058.jpg,HYBRID-PA5,5,42,34.523691141963646,2.7763755321502686
135037.jpg,HYBRID-PA5,5,42,34.4810353258964,2.695340871810913
311068.jpg,HYBRID-PA5,5,42,34.40324997307179,2.7248194217681885
271031.jpg,HYBRID-PA5,5,42,34.267422939680465,2.891854763031006
60079.jpg,HYBRID-PA5,5,42,34.0615940757974,2.919337511062622
55067.jpg,HYBRID-PA5,5,42,34.0104820971311,3.109940767288208
135069.jpg,HYBRID-PA5,5,42,33.99514720219371,2.833629608154297
8049.jpg,HYBRID-PA5,5,42,33.84194756036134,2.674067258834839
134008.jpg,HYBRID-PA5,5,42,33.82623171643323,2.686288356781006
80099.jpg,HYBRID-PA5,5,42,33.53618707185583,2.7115871906280518
292066.jpg,HYBRID-PA5,5,42,33.52175400616078,2.747129201889038
299091.jpg,HYBRID-PA5,5,42,33.133400735363054,2.8212053775787354
100080.jpg,HYBRID-PA5,5,42,32.56766559318098,2.673109769821167
178054.jpg,HYBRID-PA5,5,42,32.49107319410671,2.699455976486206
227040.jpg,HYBRID-PA5,5,42,32.28822184834019,2.7437191009521484
238011.jpg,HYBRID-PA5,5,42,29.776307837531476,3.042391061782837
